2025-07-28 16:36:52,813 - Starting stepper motor control - logging to logs/stepper_log_20250728_163652.txt
2025-07-28 16:37:19,606 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,622 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,634 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,645 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,657 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,670 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,683 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,695 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,707 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,720 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,733 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,744 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,756 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,769 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,782 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,794 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,807 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,819 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,831 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,844 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,856 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,869 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,882 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,894 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,907 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,917 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,930 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,940 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,953 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,966 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,978 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:19,991 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,004 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,017 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,030 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,040 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,051 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,062 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,075 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,085 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,096 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,109 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,120 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,132 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,145 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,158 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,170 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,183 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,196 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,208 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,220 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,231 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,244 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,257 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,270 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,282 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,295 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,308 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,320 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,333 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-07-28 16:37:20,346 - Sensor 1: BLOCKED | Sensor 2: OPEN
