2025-08-28 16:49:13,167 - Starting stepper motor control - logging to logs/stepper_log_20250828_164913.txt
2025-08-28 16:49:18,727 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,738 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,750 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,760 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,772 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,785 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,797 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,810 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,821 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,834 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,846 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,857 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,870 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,882 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,893 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,905 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,916 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,929 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,941 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,954 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,965 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,978 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:18,991 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 16:49:19,003 - Sensor 1: BLOCKED | Sensor 2: OPEN
