2025-08-27 16:03:43,733 - Starting stepper motor control - logging to logs/stepper_log_20250827_160343.txt
2025-08-27 16:03:45,167 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,181 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,192 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,204 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,217 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,229 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,240 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,253 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,265 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,278 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,290 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,303 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,315 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,326 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,336 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,348 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,361 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,373 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,386 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,398 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,410 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,422 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,435 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,448 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,461 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,474 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,485 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,498 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,511 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,523 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,534 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,547 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,559 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,571 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,584 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,597 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,609 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,620 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,631 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,643 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,654 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,667 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,678 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,691 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,704 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,717 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,731 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,732 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,733 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,735 - Sensor 1: Waiting | Sensor 2: Waiting
2025-08-27 16:03:45,736 - Sensor 1: Waiting | Sensor 2: Waiting
