2025-08-28 11:55:54,349 - Starting stepper motor control - logging to logs/stepper_log_20250828_115554.txt
2025-08-28 11:56:01,563 - Sensor 1: OPEN | Sensor 2: OPEN
2025-08-28 11:56:01,565 - Sensor 1: OPEN | Sensor 2: OPEN
2025-08-28 11:56:01,567 - Sensor 1: OPEN | Sensor 2: OPEN
2025-08-28 11:56:01,568 - Sensor 1: OPEN | Sensor 2: OPEN
2025-08-28 11:56:01,569 - Sensor 1: OPEN | Sensor 2: OPEN
2025-08-28 11:56:01,571 - Sensor 1: OPEN | Sensor 2: OPEN
2025-08-28 11:56:01,573 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,574 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,576 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,577 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,579 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,581 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,582 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,584 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,585 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,586 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,588 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,589 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,591 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,592 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,593 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,595 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,596 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,598 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,599 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,600 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,602 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,603 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,605 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,606 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,608 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,609 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,611 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,612 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,613 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,615 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,616 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,617 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,619 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,620 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,621 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,623 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-28 11:56:01,624 - Sensor 1: BLOCKED | Sensor 2: OPEN
