2025-08-14 16:25:51,012 - Starting stepper motor control - logging to logs/stepper_log_20250814_162551.txt
2025-08-14 16:26:28,959 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:28,972 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:28,983 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:28,996 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,009 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,021 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,033 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,045 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,058 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,070 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,083 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,095 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,107 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,119 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,130 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,143 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,155 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,167 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,180 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,192 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,203 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,215 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,227 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,240 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,253 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,265 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,278 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,291 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,304 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,314 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,327 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,339 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-14 16:26:29,352 - Sensor 1: BLOCKED | Sensor 2: OPEN
