2025-07-28 16:26:54,944 - Starting stepper motor control - logging to logs/stepper_log_20250728_162654.txt
2025-07-28 16:26:58,169 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,181 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,194 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,206 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,219 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,232 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,242 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,254 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,267 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,279 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,290 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,302 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,315 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,327 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,340 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,350 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,363 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,376 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,388 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,401 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,412 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,424 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,437 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,448 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,460 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,473 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,486 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,498 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,510 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,523 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,536 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,548 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,561 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,574 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,587 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,600 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,610 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,622 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,634 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,647 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,660 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
2025-07-28 16:26:58,672 - Sensor 1: BLOCKED | Sensor 2: BLOCKED
